Manufacturer,Model,Price,Year,KMS
Maruti Suzuki,Omni,250000,2014,33000
Maruti Suzuki,Swift,410000,2011,40000
Maruti Suzuki,Omni,215000,2013,78000
Maruti Suzuki,Omni,280000,2015,1000
Maruti Suzuki,Omni,200000,2012,11654
Maruti Suzuki,Omni,270000,2013,4500
Maruti Suzuki,Celerio,450000,2014,32500
Maruti Suzuki,Swift Dzire,595000,2014,36000
Maruti Suzuki,Celerio,450000,2014,32500
Maruti Suzuki,Swift Dzire,595000,2014,36000
Maruti Suzuki,Celerio,450000,2014,32500
Maruti Suzuki,Swift Dzire,595000,2014,36000
Maruti Suzuki,Celerio,450000,2014,32500
Maruti Suzuki,Swift Dzire,595000,2014,36000
Maruti Suzuki,Celerio,450000,2014,32500
Maruti Suzuki,Swift Dzire,595000,2014,36000
Maruti Suzuki,Celerio,450000,2014,32500
Maruti Suzuki,Swift Dzire,595000,2014,36000
Maruti Suzuki,Celerio,450000,2014,32500
Maruti Suzuki,Swift Dzire,595000,2014,36000
Maruti Suzuki,Celerio,450000,2014,32500
Maruti Suzuki,Swift Dzire,595000,2014,36000
Maruti Suzuki,Celerio,450000,2014,32500
Maruti Suzuki,Swift Dzire,595000,2014,36000
Maruti Suzuki,Celerio,450000,2014,32500
Maruti Suzuki,Swift Dzire,595000,2014,36000
Maruti Suzuki,Celerio,450000,2014,32500
Maruti Suzuki,Swift Dzire,595000,2014,36000
Maruti Suzuki,Swift,500000,2014,22000
Maruti Suzuki,Swift,350000,2010,62000
Maruti Suzuki,Swift,475000,2012,76000
Maruti Suzuki,Swift,415000,2011,26500
Maruti Suzuki,Swift,329000,2010,69000
Maruti Suzuki,Swift,500000,2014,65000
Maruti Suzuki,Eeco,227000,2011,69000
Maruti Suzuki,Alto 800,298500,2015,14000
Maruti Suzuki,Swift,340000,2010,64000
Maruti Suzuki,Swift,450000,2012,55000
Maruti Suzuki,Omni,160000,2010,47000
Maruti Suzuki,Alto 800,295000,2015,2400
Maruti Suzuki,Swift,560000,2015,5000
Maruti Suzuki,Omni,171000,2011,63000
Maruti Suzuki,Wagon R 1.0,280000,2011,54000
Maruti Suzuki,Swift Dzire,599000,2016,9900
Maruti Suzuki,Swift,565000,2015,12000
Maruti Suzuki,Alto 800,330000,2016,5000
Maruti Suzuki,Swift,500000,2013,78000
Maruti Suzuki,Swift,335000,2010,54200
Maruti Suzuki,Swift Dzire,475000,2012,78884
Maruti Suzuki,Celerio,450000,2014,31900
Maruti Suzuki,Swift Dzire,550000,2014,30000
Maruti Suzuki,Alto 800,260000,2013,12500
Maruti Suzuki,Swift,340000,2010,55000
Maruti Suzuki,Swift Dzire,550000,2013,6000
Maruti Suzuki,Swift,560000,2015,19500
Maruti Suzuki,Alto 800,250000,2013,70000
Maruti Suzuki,Swift,670000,2016,13000
Maruti Suzuki,Swift,500000,2013,5000
Maruti Suzuki,Alto 800,320000,2015,6500
Maruti Suzuki,Swift,500000,2013,25000
Maruti Suzuki,Omni,150000,2010,73000
Maruti Suzuki,Alto 800,240000,2013,28000
Maruti Suzuki,Wagon R 1.0,400000,2014,19510
Maruti Suzuki,Swift,450000,2012,37000
Maruti Suzuki,Swift,530000,2016,59000
Maruti Suzuki,Alto 800,260000,2013,27000
Maruti Suzuki,Swift,340000,2010,78000
Maruti Suzuki,Swift,560000,2015,14000
Maruti Suzuki,Ertiga,800000,2015,130000
Maruti Suzuki,Ciaz,888888,2015,4900
Maruti Suzuki,Wagon R 1.0,325000,2012,47974
Maruti Suzuki,Alto 800,310000,2016,11000
Maruti Suzuki,Alto 800,240000,2012,10000
Maruti Suzuki,Alto 800,255000,2014,38000
Maruti Suzuki,Alto 800,250000,2013,47000
Maruti Suzuki,Swift Dzire,460000,2012,75000
Maruti Suzuki,Ciaz,1075000,2016,1050
Maruti Suzuki,Wagon R 1.0,350000,2013,33000
Maruti Suzuki,Omni,200000,2012,60000
Maruti Suzuki,Swift,500000,2014,6500
Maruti Suzuki,Eeco,310000,2013,32000
Maruti Suzuki,Swift,500000,2013,54000
Maruti Suzuki,Ciaz,888888,2015,4800
Maruti Suzuki,Alto 800,260000,2013,27000
Maruti Suzuki,Alto 800,250000,2013,6500
Maruti Suzuki,Swift Dzire,550000,2013,45000
Maruti Suzuki,Swift Dzire,570000,2014,50000
Maruti Suzuki,Alto 800,299999,2015,14000
Maruti Suzuki,Alto 800,377000,2016,1
Maruti Suzuki,Celerio,510000,2016,1
Maruti Suzuki,Swift Dzire,455000,2012,80000
Maruti Suzuki,Swift Dzire,590000,2014,26000
Maruti Suzuki,Alto 800,275000,2014,19548
Maruti Suzuki,Ciaz,888888,2015,4900
Maruti Suzuki,Alto 800,240000,2013,28000
Maruti Suzuki,Swift,485000,2013,51000
Maruti Suzuki,Alto 800,300000,2015,14000
Maruti Suzuki,Alto 800,240000,2013,35000
Maruti Suzuki,Eeco,390000,2016,25000
Maruti Suzuki,Wagon R 1.0,330000,2012,16200
Maruti Suzuki,Omni,175000,2011,47250
Maruti Suzuki,Swift Dzire,600000,2016,43000
Maruti Suzuki,Swift Dzire,550000,2013,46000
Maruti Suzuki,Eeco,385000,2016,4907
Maruti Suzuki,Swift,575000,2015,22500
Maruti Suzuki,Swift,560000,2015,13000
Maruti Suzuki,Alto 800,275000,2014,19000
Maruti Suzuki,Alto 800,297500,2015,5855
Maruti Suzuki,Swift,475000,2012,125000
Maruti Suzuki,Alto 800,300000,2015,21000
Maruti Suzuki,Wagon R 1.0,280000,2011,78000
Maruti Suzuki,Swift,575000,2015,13000
Maruti Suzuki,Swift Dzire,575000,2014,52000
Maruti Suzuki,Ciaz,888888,2015,4900
Maruti Suzuki,Swift Dzire,380000,2011,49000
Maruti Suzuki,Swift Dzire,600000,2015,31000
Maruti Suzuki,Swift Dzire,580000,2014,50000
Maruti Suzuki,Swift,340000,2010,24500
Maruti Suzuki,Wagon R 1.0,325000,2012,47914
Maruti Suzuki,Omni,160000,2010,65000
Maruti Suzuki,Alto 800,250000,2013,20000
Maruti Suzuki,Omni,170000,2010,30000
Maruti Suzuki,Swift Dzire,580000,2014,50000
Maruti Suzuki,Omni,167000,2011,47018
Maruti Suzuki,Swift Dzire,575000,2014,52000
Maruti Suzuki,Alto 800,225000,2010,68000
Maruti Suzuki,Swift,480000,2013,35000
Maruti Suzuki,Swift Dzire,350000,2010,53000
Maruti Suzuki,Swift,480000,2014,5000
Maruti Suzuki,Omni,180000,2011,29967
Maruti Suzuki,Celerio,425000,2014,31000
Maruti Suzuki,Swift,470000,2012,64222
Maruti Suzuki,Swift,470000,2012,64166
Maruti Suzuki,Alto 800,255000,2012,17769
Maruti Suzuki,Wagon R 1.0,320000,2012,52024
Maruti Suzuki,Swift Dzire,615000,2015,28000
Maruti Suzuki,Alto 800,260000,2013,37000
Maruti Suzuki,Celerio,450000,2016,5000
Maruti Suzuki,Alto 800,260000,2013,23000
Maruti Suzuki,Baleno,910000,2015,7500
Maruti Suzuki,Omni,210000,2013,23000
Maruti Suzuki,Alto 800,245000,2013,2800
Maruti Suzuki,Ertiga,675000,2013,61000
Maruti Suzuki,Alto 800,260000,2013,22000
Maruti Suzuki,Swift,460000,2012,74000
Maruti Suzuki,Wagon R 1.0,320000,2012,52152
Maruti Suzuki,Swift Dzire,530000,2013,9000
Maruti Suzuki,Swift,450000,2012,80000
Maruti Suzuki,Alto 800,245000,2013,3400
Maruti Suzuki,Alto 800,320000,2015,6500
Maruti Suzuki,Alto 800,320000,2015,6500
Maruti Suzuki,Alto 800,320000,2015,6500
Maruti Suzuki,Alto 800,320000,2015,6500
Maruti Suzuki,Alto 800,245000,2012,43654
Maruti Suzuki,Swift,560000,2016,14900
Maruti Suzuki,Swift,510000,2013,26807
Maruti Suzuki,Alto 800,240000,2013,12000
Maruti Suzuki,Swift,345000,2010,112500
Maruti Suzuki,Swift,350000,2010,110000
Maruti Suzuki,Omni,270000,2013,4485
Maruti Suzuki,Omni,265000,2016,1212
Maruti Suzuki,Swift,490000,2014,27000
Maruti Suzuki,Omni,270000,2015,30000
Maruti Suzuki,Swift Dzire,525000,2013,26600
Maruti Suzuki,Swift Dzire,540000,2013,23950
Maruti Suzuki,Swift,480000,2013,33000
Maruti Suzuki,Alto 800,255000,2013,28000
Maruti Suzuki,Alto 800,255000,2013,40000
Maruti Suzuki,Swift Dzire,730000,2016,5000
Maruti Suzuki,Baleno,785000,2016,20000
Maruti Suzuki,Celerio,485000,2015,6000
Maruti Suzuki,Celerio,470000,2015,12500
Maruti Suzuki,Ertiga,690000,2013,70000
Maruti Suzuki,Ertiga,680000,2013,80000
Maruti Suzuki,Alto 800,370000,2016,3000
Maruti Suzuki,Ertiga,730000,2014,11000
Maruti Suzuki,Alto 800,275000,2014,14580
Maruti Suzuki,Wagon R 1.0,335000,2013,52325
Maruti Suzuki,Celerio,480000,2015,6500
Maruti Suzuki,Celerio,450000,2015,5000
Maruti Suzuki,Ciaz,899999,2015,4000
Maruti Suzuki,Swift Dzire,590000,2014,23000
Maruti Suzuki,Baleno,870000,2016,14000
Maruti Suzuki,Swift,335000,2010,63000
Maruti Suzuki,Baleno,900000,2015,12500
Maruti Suzuki,Alto 800,275000,2014,13000
Maruti Suzuki,Swift Dzire,480000,2012,35800
Maruti Suzuki,Celerio,530000,2016,4300
Maruti Suzuki,Ertiga,690000,2013,82000
Maruti Suzuki,Ertiga,750000,2015,9926
Maruti Suzuki,Swift,500000,2014,45000
Maruti Suzuki,Swift,350000,2010,59000
Maruti Suzuki,Wagon R 1.0,485000,2016,4790
Maruti Suzuki,Swift,410000,2011,88500
Maruti Suzuki,Swift Dzire,550000,2016,70000
Maruti Suzuki,Alto 800,250000,2013,20000
Maruti Suzuki,Celerio,440000,2014,9900
Maruti Suzuki,Swift Dzire,700000,2016,2000
Maruti Suzuki,Omni,160000,2010,40838
Maruti Suzuki,Swift,410000,2011,50000
Maruti Suzuki,Swift Dzire,590000,2014,23000
Maruti Suzuki,Swift Dzire,725000,2016,8000
Maruti Suzuki,Vitara Brezza,1120000,2016,8000
Maruti Suzuki,Swift Dzire,550000,2016,70000
Maruti Suzuki,Ciaz,780000,2014,31600
Maruti Suzuki,Eeco,380000,2015,5000
Maruti Suzuki,Ertiga,790000,2015,5700
Maruti Suzuki,Swift Dzire,550000,2016,74000
Maruti Suzuki,Omni,160000,2010,55000
Maruti Suzuki,Ertiga,575000,2012,25000
Maruti Suzuki,Swift Dzire,560000,2014,16000
Maruti Suzuki,Alto 800,383000,2016,1
Maruti Suzuki,Alto 800,215000,2012,65000
Maruti Suzuki,Ciaz,930000,2016,20000
Maruti Suzuki,Ciaz,850000,2014,35000
Maruti Suzuki,Omni,174000,2010,34000
Maruti Suzuki,Swift Dzire,575000,2014,16000
Maruti Suzuki,Celerio,450000,2014,2500
Maruti Suzuki,Swift,450000,2012,36000
Maruti Suzuki,Swift Dzire,620000,2015,19000
Maruti Suzuki,Swift Dzire,725000,2016,6000
Maruti Suzuki,Omni,190000,2011,57000
Maruti Suzuki,Omni,190000,2011,57000
Maruti Suzuki,Omni,190000,2011,57000
Maruti Suzuki,Swift,590000,2015,8110
Maruti Suzuki,Wagon R 1.0,490000,2016,2300
Maruti Suzuki,Swift,499000,2013,20000
Maruti Suzuki,Swift,465000,2012,49557
Maruti Suzuki,Omni,175000,2011,64000
Maruti Suzuki,Omni,180000,2011,64000
Maruti Suzuki,Omni,180000,2011,64000
Maruti Suzuki,Omni,245000,2014,43300
Maruti Suzuki,Swift Dzire,710000,2016,7000
Maruti Suzuki,Omni,165000,2011,38000
Maruti Suzuki,Omni,165000,2011,39800
Maruti Suzuki,Alto 800,210000,2012,42000
Maruti Suzuki,Omni,165000,2011,390000
Maruti Suzuki,Wagon R 1.0,280000,2011,26548
Maruti Suzuki,Wagon R 1.0,280000,2011,26548
Maruti Suzuki,Omni,175000,2011,39800
Maruti Suzuki,Omni,155000,2010,35000
Maruti Suzuki,Eeco,230000,2011,35000
Maruti Suzuki,Omni,175000,2011,40800
Maruti Suzuki,Alto 800,310000,2015,10300
Maruti Suzuki,Omni,175000,2011,38000
Maruti Suzuki,Omni,180000,2011,9881
Maruti Suzuki,Swift Dzire,460000,2012,43865
Maruti Suzuki,Eeco,215000,2010,32000
Maruti Suzuki,Omni,180000,2011,10000
Maruti Suzuki,Omni,185000,2011,10000
Maruti Suzuki,Omni,175000,2011,9878
Maruti Suzuki,Omni,175000,2011,38000
Maruti Suzuki,Omni,285000,2016,800
Maruti Suzuki,Eeco,270000,2012,8000
Maruti Suzuki,Swift Dzire,575000,2014,21300
Maruti Suzuki,Swift Dzire,460000,2012,18000
Maruti Suzuki,Celerio,489000,2016,100
Maruti Suzuki,Ciaz,850000,2016,100
Maruti Suzuki,Swift Dzire,350000,2010,48000
Maruti Suzuki,Omni,175000,2016,2000
Maruti Suzuki,Ertiga,600001,2012,38000
Maruti Suzuki,Alto 800,210000,2012,26000
Maruti Suzuki,Swift Dzire,465000,2012,38000
Maruti Suzuki,Omni,170000,2011,4100
Maruti Suzuki,Wagon R 1.0,395000,2014,14314
Maruti Suzuki,Swift Dzire,380000,2011,36000
Maruti Suzuki,Swift Dzire,365000,2011,38000
Maruti Suzuki,Swift Dzire,375000,2010,49000
Maruti Suzuki,Swift Dzire,370000,2010,42000
Maruti Suzuki,Alto 800,244000,2013,25000
Maruti Suzuki,Alto 800,250000,2013,19000
Maruti Suzuki,Eeco,340000,2016,300
Maruti Suzuki,Wagon R 1.0,475000,2016,1900
Maruti Suzuki,Celerio,460000,2015,7000
Maruti Suzuki,Alto 800,250000,2013,25000
Maruti Suzuki,Swift,630000,2016,2000
Maruti Suzuki,Swift Dzire,475000,2012,3500
Maruti Suzuki,Eeco,220000,2011,25000
Maruti Suzuki,Alto 800,250000,2013,31000
Maruti Suzuki,Swift Dzire,375999,2010,45000
Maruti Suzuki,Swift,450000,2012,87255
Maruti Suzuki,Alto 800,348000,2016,3777
Maruti Suzuki,Omni,245000,2015,3000
Maruti Suzuki,Omni,240000,2015,3000
Maruti Suzuki,Eeco,245000,2012,21000
Maruti Suzuki,Omni,225000,2015,3000
Maruti Suzuki,Swift Dzire,650000,2016,15700
Maruti Suzuki,Swift,477000,2014,25000
Maruti Suzuki,Omni,150000,2010,62000
Maruti Suzuki,Omni,157000,2010,41000
Maruti Suzuki,Swift Dzire,375999,2010,40000
Maruti Suzuki,Eeco,263000,2012,3012
Maruti Suzuki,Alto 800,265000,2014,41000
Maruti Suzuki,Ciaz,1114000,2016,11
Maruti Suzuki,Omni,250000,2015,3000
Maruti Suzuki,Omni,250000,2015,3000
Maruti Suzuki,Omni,250000,2015,3500
Maruti Suzuki,Omni,240000,2015,3500
Maruti Suzuki,Wagon R 1.0,350000,2013,35000
Maruti Suzuki,Omni,225000,2015,3500
Maruti Suzuki,Alto 800,274000,2014,23000
Maruti Suzuki,Alto 800,255000,2013,24560
Maruti Suzuki,Swift Dzire,475999,2012,27000
Maruti Suzuki,Ciaz,950000,2016,100
Maruti Suzuki,Swift Dzire,468000,2012,60300
Maruti Suzuki,Wagon R 1.0,480000,2016,1919
Maruti Suzuki,Swift Dzire,550000,2014,31000
Maruti Suzuki,Ertiga,600000,2012,44000
Maruti Suzuki,Wagon R 1.0,395000,2014,14314
Maruti Suzuki,Vitara Brezza,1107000,2016,100
Maruti Suzuki,Ertiga,600999,2012,39000
Maruti Suzuki,Swift Dzire,475999,2012,32000
Maruti Suzuki,Swift Dzire,372000,2011,71000
Maruti Suzuki,Eeco,350000,2015,10000
Maruti Suzuki,Swift Dzire,350000,2010,70000
Maruti Suzuki,Swift Dzire,365000,2011,88000
Maruti Suzuki,Wagon R 1.0,320000,2012,70000
Maruti Suzuki,Swift,449000,2012,60000
Maruti Suzuki,Celerio,475000,2015,14000
Maruti Suzuki,Ertiga,740000,2015,9900
Maruti Suzuki,Swift,450000,2012,55000
Maruti Suzuki,Ciaz,725000,2014,29000
Maruti Suzuki,Ciaz,900000,2015,18000
Maruti Suzuki,Wagon R 1.0,425000,2015,10733
Maruti Suzuki,Ertiga,695000,2013,51500
Maruti Suzuki,Eeco,360000,2015,20000
Maruti Suzuki,Celerio,450000,2013,48000
Maruti Suzuki,Eeco,300000,2013,60000
Maruti Suzuki,Wagon R 1.0,285000,2011,44000
Maruti Suzuki,Wagon R 1.0,275000,2011,60500
Maruti Suzuki,Swift,398000,2011,52000
Maruti Suzuki,Swift,495000,2013,32000
Maruti Suzuki,Eeco,310000,2014,60000
Maruti Suzuki,Wagon R 1.0,330000,2013,26000
Maruti Suzuki,Ertiga,600000,2012,67000
Maruti Suzuki,Swift Dzire,350000,2010,47964
Maruti Suzuki,Swift,400000,2011,52000
Maruti Suzuki,Ertiga,690000,2013,52000
Maruti Suzuki,Wagon R 1.0,285000,2011,52000
Maruti Suzuki,Wagon R 1.0,390000,2014,19000
Maruti Suzuki,Swift,495000,2013,46000
Maruti Suzuki,Wagon R 1.0,285000,2011,44100
Maruti Suzuki,Swift Dzire,525000,2013,86000
Maruti Suzuki,Swift,395000,2011,34250
Maruti Suzuki,Eeco,220000,2010,84000
Maruti Suzuki,Swift Dzire,525000,2013,75000
Maruti Suzuki,Ertiga,699000,2013,66000
Maruti Suzuki,Eeco,349000,2015,12000
Maruti Suzuki,Swift Dzire,475000,2012,47000
Maruti Suzuki,Swift,450001,2012,56000
Maruti Suzuki,Omni,225000,2013,32000
Maruti Suzuki,Wagon R 1.0,330000,2012,36600
Maruti Suzuki,Wagon R 1.0,330000,2013,51000
Maruti Suzuki,Wagon R 1.0,436000,2015,15000
Maruti Suzuki,Wagon R 1.0,335000,2013,33000
Maruti Suzuki,Wagon R 1.0,335000,2013,51000
Maruti Suzuki,Wagon R 1.0,265000,2010,48000
Maruti Suzuki,Swift Dzire,375000,2011,41000
Maruti Suzuki,Alto 800,260000,2014,3500
Maruti Suzuki,Ertiga,790000,2015,55400
Maruti Suzuki,Eeco,235000,2011,50000
Maruti Suzuki,Swift,460000,2012,48448
Maruti Suzuki,Swift,470000,2012,65257
Maruti Suzuki,Wagon R 1.0,325000,2012,31000
Maruti Suzuki,Swift Dzire,475000,2012,55000
Maruti Suzuki,Wagon R 1.0,251000,2010,44000
Maruti Suzuki,Swift Dzire,465000,2012,38000
Maruti Suzuki,Swift,450000,2012,57000
Maruti Suzuki,Swift,395000,2011,83000
Maruti Suzuki,Wagon R 1.0,345000,2013,6200
Maruti Suzuki,Wagon R 1.0,340000,2013,60000
Maruti Suzuki,Omni,150000,2010,95000
Maruti Suzuki,Alto 800,265000,2014,26000
Maruti Suzuki,Wagon R 1.0,350000,2013,40000
Maruti Suzuki,Omni,300000,2016,1300
Maruti Suzuki,Swift Dzire,465000,2012,117000
Maruti Suzuki,Celerio,460000,2015,15400
Maruti Suzuki,Eeco,220000,2011,115001
Maruti Suzuki,Swift,330000,2010,60000
Maruti Suzuki,Ertiga,750000,2015,40000
Maruti Suzuki,Ertiga,725000,2014,37000
Maruti Suzuki,Swift Dzire,460000,2012,55
Maruti Suzuki,Ertiga,725000,2014,51000
Maruti Suzuki,Swift Dzire,465000,2012,43000
Maruti Suzuki,Ciaz,845000,2014,29499
Maruti Suzuki,Alto 800,265000,2014,6000
Maruti Suzuki,Eeco,220000,2011,65000
Maruti Suzuki,Ertiga,750000,2014,31000
Maruti Suzuki,Swift Dzire,545000,2013,15000
Maruti Suzuki,Omni,185000,2011,38000
Maruti Suzuki,Omni,185000,2011,28000
Maruti Suzuki,Swift,475000,2012,50000
Maruti Suzuki,Swift,450000,2012,58000
Maruti Suzuki,Celerio,450000,2014,4204
Maruti Suzuki,Ertiga,760000,2014,37000
Maruti Suzuki,Wagon R 1.0,380000,2014,31349
Maruti Suzuki,Swift,330000,2010,67000
Maruti Suzuki,Wagon R 1.0,395000,2014,53000
Maruti Suzuki,Ertiga,590000,2012,74567
Maruti Suzuki,Wagon R 1.0,395000,2014,27000
Maruti Suzuki,Swift Dzire,475000,2012,26243
Maruti Suzuki,Swift,410000,2011,60055
Maruti Suzuki,Wagon R 1.0,425000,2015,25879
Maruti Suzuki,Swift Dzire,360000,2010,39500
Maruti Suzuki,Ertiga,685000,2013,56000
Maruti Suzuki,Wagon R 1.0,388000,2014,11260
Maruti Suzuki,Wagon R 1.0,345000,2013,40412
Maruti Suzuki,Ertiga,750000,2014,37000
Maruti Suzuki,Ertiga,680000,2013,74000
Maruti Suzuki,Ertiga,745000,2014,18700
Maruti Suzuki,Omni,270000,2014,65200
Maruti Suzuki,Swift,475000,2012,95000
Maruti Suzuki,Ertiga,765000,2015,64000
Maruti Suzuki,Swift Dzire,600000,2016,35000
Maruti Suzuki,Wagon R 1.0,355000,2013,15700
Maruti Suzuki,Swift Dzire,375000,2011,62000
Maruti Suzuki,Alto 800,225000,2011,12781
Maruti Suzuki,Swift Dzire,560000,2014,34567
Maruti Suzuki,Ertiga,725000,2014,38000
Maruti Suzuki,Swift Dzire,535000,2013,37000
Maruti Suzuki,Celerio,450000,2015,7500
Maruti Suzuki,Swift,615000,2016,1000
Maruti Suzuki,Ertiga,780000,2015,37000
Maruti Suzuki,Eeco,215000,2011,49800
Maruti Suzuki,Eeco,300000,2013,60113
Maruti Suzuki,Wagon R 1.0,350000,2013,43000
Maruti Suzuki,Swift Dzire,545000,2013,65000
Maruti Suzuki,Swift,469000,2012,45000
Maruti Suzuki,Alto 800,255000,2013,13000
Maruti Suzuki,Swift Dzire,455000,2012,44270
Maruti Suzuki,Celerio,550000,2016,7500
Maruti Suzuki,Wagon R 1.0,285000,2011,31000
Maruti Suzuki,Ertiga,775000,2015,37000
Maruti Suzuki,Wagon R 1.0,281000,2011,25382
Maruti Suzuki,Eeco,310000,2014,6448
Maruti Suzuki,Swift Dzire,355000,2010,93000
Maruti Suzuki,Wagon R 1.0,415000,2015,30870
Maruti Suzuki,Swift,460000,2012,51000
Maruti Suzuki,Swift Dzire,350000,2010,63500
Maruti Suzuki,Ertiga,775000,2015,15000
Maruti Suzuki,Ertiga,600000,2012,70000
Maruti Suzuki,Ertiga,765000,2014,31000
Maruti Suzuki,Ertiga,711000,2013,23000
Maruti Suzuki,Omni,179000,2011,20000
Maruti Suzuki,Ertiga,700000,2013,23000
Maruti Suzuki,Swift,395000,2011,22000
Maruti Suzuki,Ertiga,724999,2014,36500
Maruti Suzuki,Ertiga,775000,2015,37000
Maruti Suzuki,Swift,480000,2013,44200
Maruti Suzuki,Wagon R 1.0,425000,2015,16000
Maruti Suzuki,Swift,340000,2010,77000
Maruti Suzuki,Swift,340000,2010,53046
Maruti Suzuki,Eeco,270000,2012,82000
Maruti Suzuki,Eeco,285000,2013,35000
Maruti Suzuki,Eeco,290000,2013,67000
Maruti Suzuki,Swift Dzire,460000,2012,8400
Maruti Suzuki,Swift Dzire,650000,2016,11000
Maruti Suzuki,Alto 800,245000,2013,35000
Maruti Suzuki,Swift Dzire,350000,2010,36000
Maruti Suzuki,Ertiga,700000,2013,34000
Maruti Suzuki,Swift,500000,2014,33500
Maruti Suzuki,Ertiga,780000,2015,37000
Maruti Suzuki,Swift Dzire,350000,2010,55000
Maruti Suzuki,Swift Dzire,600000,2015,40000
Maruti Suzuki,Eeco,220000,2010,21500
Maruti Suzuki,Alto 800,275000,2014,31000
Maruti Suzuki,Ertiga,785000,2015,37000
Maruti Suzuki,Swift Dzire,585000,2014,45000
Maruti Suzuki,Ertiga,600000,2012,68000
Maruti Suzuki,Alto 800,275000,2014,15000
Maruti Suzuki,Swift,475000,2012,23000
